Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
1278,CA-2017-148698,02/05/2017,07/05/2017,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352
2909,CA-2018-121615,03/11/2018,09/11/2018,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122.0,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,14.94
8084,CA-2016-150714,26/10/2016,01/11/2016,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477.0,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301
1731,CA-2015-125136,28/09/2015,03/10/2015,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314.0,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256
7750,CA-2016-133242,18/06/2016,24/06/2016,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,450.04
417,CA-2018-122105,24/06/2018,28/06/2018,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646.0,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92
3533,CA-2015-110849,18/04/2015,23/04/2015,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968
6385,US-2018-104661,15/01/2018,18/01/2018,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.0,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984
1331,CA-2018-127705,02/06/2018,06/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97
1922,CA-2016-125178,03/10/2016,09/10/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601.0,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008
6562,CA-2018-144680,31/03/2018,02/04/2018,First Class,SC-20260,Scott Cohen,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62
6930,CA-2017-140382,23/06/2017,25/06/2017,Second Class,RD-19900,Ruben Dartt,Consumer,United States,San Francisco,California,94109.0,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,862.344
5557,CA-2016-125066,14/12/2016,18/12/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16
3024,CA-2018-124674,17/11/2018,23/11/2018,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Brownsville,Texas,78521.0,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328
4950,CA-2018-107125,27/11/2018,02/12/2018,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84
305,CA-2016-144253,04/05/2016,09/05/2016,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024.0,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8
5427,CA-2017-153598,03/12/2017,06/12/2017,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9
674,CA-2018-130351,05/12/2018,08/12/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201.0,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44
7162,CA-2015-138709,04/07/2015,09/07/2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223.0,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,21.84
5460,CA-2018-116680,04/09/2018,06/09/2018,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122.0,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272
7069,CA-2017-114209,21/05/2017,26/05/2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,82.656
6854,US-2018-162670,23/12/2018,28/12/2018,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209.0,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97
9143,US-2018-166688,20/05/2018,26/05/2018,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,89115.0,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,8.288
8775,CA-2016-132276,23/02/2016,28/02/2016,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024.0,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,10.896
3123,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6
2511,CA-2017-136812,18/11/2017,23/11/2017,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
1577,CA-2017-109057,22/04/2017,27/04/2017,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505.0,Central,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,23.952
1627,CA-2016-164539,16/11/2016,22/11/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10011.0,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25
5389,CA-2018-164707,18/02/2018,21/02/2018,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045.0,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53
4240,CA-2018-158673,29/12/2018,04/01/2019,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Grand Rapids,Michigan,49505.0,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,209.7
3078,CA-2015-143903,20/07/2015,24/07/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372
6189,CA-2016-138954,15/11/2016,17/11/2016,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035.0,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,119.04
3334,CA-2018-122595,14/12/2018,20/12/2018,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",2.032
8815,CA-2016-144274,23/11/2016,25/11/2016,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805.0,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98
5528,CA-2016-142055,08/05/2016,10/05/2016,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94
6093,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52
9775,CA-2015-169019,26/07/2015,30/07/2015,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,2177.584
5007,CA-2016-169796,09/11/2016,14/11/2016,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035.0,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,2321.9
3777,US-2015-102715,11/04/2015,13/04/2015,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180.0,South,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.944
8397,CA-2015-152254,30/06/2015,30/06/2015,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,310.688
3186,CA-2015-123498,07/11/2015,09/11/2015,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046
5149,CA-2018-128734,24/12/2018,31/12/2018,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.376
3026,CA-2016-164441,08/11/2016,13/11/2016,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94
312,CA-2017-142902,12/09/2017,14/09/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004.0,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
4141,CA-2018-127313,01/12/2018,04/12/2018,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",79.12
2454,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06
1209,CA-2017-137050,14/07/2017,18/07/2017,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07
4363,CA-2018-111332,20/05/2018,22/05/2018,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103.0,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94
9053,CA-2015-141838,26/03/2015,31/03/2015,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936
3001,CA-2015-138317,21/06/2015,25/06/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,44.416
93,CA-2016-149587,31/01/2016,05/02/2016,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96
120,CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805.0,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04
1672,CA-2017-107615,22/03/2017,25/03/2017,First Class,RB-19645,Robert Barroso,Corporate,United States,North Las Vegas,Nevada,89031.0,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58
7932,US-2017-168095,15/07/2017,20/07/2017,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Portland,Oregon,97206.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28
5769,CA-2016-154900,25/02/2016,01/03/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453.0,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,3.15
4372,US-2017-165078,05/11/2017,10/11/2017,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226.0,Central,OFF-LA-10000414,Office Supplies,Labels,Avery 503,51.75
4367,CA-2018-111332,20/05/2018,22/05/2018,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103.0,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5
7377,US-2018-145597,02/11/2018,05/11/2018,First Class,GG-14650,Greg Guthrie,Corporate,United States,Bloomington,Illinois,61701.0,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,54.336
5503,CA-2018-127782,02/11/2018,06/11/2018,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312
2276,CA-2015-157882,03/10/2015,08/10/2015,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352
3615,CA-2018-112529,19/11/2018,21/11/2018,First Class,SC-20770,Stewart Carmichael,Corporate,United States,San Antonio,Texas,78207.0,Central,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116
2834,CA-2018-134649,26/01/2018,31/01/2018,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244.0,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.47
8708,CA-2015-146815,08/09/2015,13/09/2015,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009.0,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52
1684,CA-2017-147585,07/11/2017,12/11/2017,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110.0,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82
2610,CA-2015-127446,25/11/2015,30/11/2015,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735
347,CA-2018-134306,08/07/2018,12/07/2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852.0,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56
6366,CA-2018-144848,04/04/2018,05/04/2018,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009.0,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22
8273,CA-2017-139549,20/10/2017,25/10/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,El Cajon,California,92020.0,West,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,387.136
4422,CA-2015-117016,04/03/2015,09/03/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Margate,Florida,33063.0,South,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552
795,CA-2015-156433,20/09/2015,26/09/2015,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110.0,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72
4140,CA-2018-127313,01/12/2018,04/12/2018,First Class,RA-19285,Ralph Arnett,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,37.392
4223,CA-2018-134565,11/06/2018,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103.0,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96
9306,CA-2016-137603,19/09/2016,24/09/2016,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Santa Fe,New Mexico,87505.0,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,8.4
544,CA-2015-103849,11/05/2015,16/05/2015,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112
6338,CA-2017-165995,30/08/2017,06/09/2017,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,90008.0,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96
6487,CA-2016-120621,21/03/2016,26/03/2016,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08
5399,CA-2017-163202,27/09/2017,02/10/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Lancaster,Ohio,43130.0,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907
2886,US-2017-159856,18/10/2017,22/10/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,85281.0,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92
89,CA-2017-159695,05/04/2017,10/04/2017,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095.0,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368
3694,US-2016-131359,30/10/2016,02/11/2016,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219.0,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",15.488
6298,CA-2015-141313,28/12/2015,01/01/2016,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915.0,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,141.76
7873,CA-2017-101672,03/10/2017,07/10/2017,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,92630.0,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136
8509,CA-2016-135853,11/12/2016,14/12/2016,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205.0,Central,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175.23
9796,CA-2017-125920,21/05/2017,28/05/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798
9450,CA-2015-140032,08/09/2015,13/09/2015,Standard Class,TS-21340,Toby Swindell,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",8.608
8237,CA-2018-102204,01/05/2018,06/05/2018,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,32216.0,South,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92
5360,CA-2015-150490,05/08/2015,11/08/2015,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98
5212,CA-2016-130876,12/05/2016,16/05/2016,Second Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63
7946,CA-2018-134194,25/12/2018,01/01/2019,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081.0,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98
1982,CA-2016-119592,14/12/2016,16/12/2016,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76
7052,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32
7503,US-2018-120147,30/03/2018,30/03/2018,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,90036.0,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08
4163,CA-2016-163587,14/03/2016,18/03/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dover,New Hampshire,3820.0,East,OFF-LA-10004484,Office Supplies,Labels,Avery 476,16.52
7143,CA-2015-122217,24/11/2015,29/11/2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,23464.0,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15
6998,CA-2018-117443,23/12/2018,25/12/2018,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,61107.0,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,175.872
4764,CA-2015-112851,17/09/2015,21/09/2015,Standard Class,NR-18550,Nick Radford,Consumer,United States,Chula Vista,California,91911.0,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94
6841,CA-2016-166338,06/12/2016,07/12/2016,First Class,MP-18175,Mike Pelletier,Home Office,United States,Troy,Ohio,45373.0,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,14.832
9190,US-2016-130512,21/08/2016,25/08/2016,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103.0,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",663.072
8553,CA-2015-140473,30/05/2015,03/06/2015,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,719.976
2329,CA-2018-138422,23/09/2018,26/09/2018,First Class,KN-16705,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,80525.0,West,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.352
5941,CA-2018-112431,12/10/2018,14/10/2018,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049.0,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84
3298,US-2016-110569,23/05/2016,30/05/2016,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792
1225,CA-2017-126004,04/12/2017,05/12/2017,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728
7841,US-2015-137869,28/03/2015,02/04/2015,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Des Moines,Iowa,50315.0,Central,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1184.72
6683,CA-2018-154466,01/01/2018,02/01/2018,First Class,DP-13390,Dennis Pardue,Home Office,United States,Franklin,Wisconsin,53132.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.6
9557,CA-2016-156853,03/12/2016,05/12/2016,Second Class,HP-14815,Harold Pawlan,Home Office,United States,Concord,New Hampshire,3301.0,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66
6886,CA-2018-123036,10/09/2018,17/09/2018,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Springfield,Ohio,45503.0,East,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,37.056
4575,CA-2017-139395,12/12/2017,18/12/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201.0,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48
8093,CA-2018-143658,08/11/2018,13/11/2018,Second Class,SR-20425,Sharelle Roach,Home Office,United States,New York City,New York,10035.0,East,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,109.9
6429,CA-2017-143714,23/05/2017,27/05/2017,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382
8188,CA-2017-127194,10/12/2017,16/12/2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.0,East,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",62.82
4717,CA-2018-143126,03/12/2018,07/12/2018,Second Class,CM-12655,Corinna Mitchell,Home Office,United States,Seattle,Washington,98115.0,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96
933,CA-2018-114216,02/09/2018,06/09/2018,Standard Class,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192
5169,CA-2015-121006,10/11/2015,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.94
966,CA-2018-135279,09/04/2018,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97
5309,CA-2018-131254,19/11/2018,21/11/2018,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095.0,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",191.058
8381,CA-2015-103527,09/09/2015,14/09/2015,Second Class,CC-12220,Chris Cortes,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",10.896
